match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
4,3895340,1,Center Back,Left Wing Back,1
4,3895340,1,Center Back,Right Wing Back,4
4,3895340,1,Center Back,Center Forward,3
4,3895340,1,Left Defensive Midfield,Right Defensive Midfield,9
4,3895340,1,Left Defensive Midfield,Left Center Back,10
4,3895340,1,Left Defensive Midfield,Left Wing Back,7
4,3895340,1,Left Defensive Midfield,Center Forward,2
4,3895340,1,Left Defensive Midfield,Left Wing,5
4,3895340,1,Left Defensive Midfield,Center Back,9
4,3895340,1,Left Defensive Midfield,Right Wing Back,3
4,3895340,1,Left Defensive Midfield,Post,1
4,3895340,1,Left Defensive Midfield,Right Center Back,3
4,3895340,1,Right Defensive Midfield,Left Defensive Midfield,7
4,3895340,1,Right Defensive Midfield,Left Center Back,8
4,3895340,1,Right Defensive Midfield,Right Center Back,6
4,3895340,1,Right Defensive Midfield,Blocked,1
4,3895340,1,Right Defensive Midfield,Center Forward,2
4,3895340,1,Right Defensive Midfield,Right Wing Back,2
4,3895340,1,Right Defensive Midfield,Center Back,3
4,3895340,1,Right Defensive Midfield,Left Wing Back,1
4,3895340,1,Right Defensive Midfield,Left Wing,1
4,3895340,1,Right Defensive Midfield,Right Wing,1
4,3895340,1,Left Center Back,Right Wing Back,3
4,3895340,1,Left Center Back,Right Defensive Midfield,6
4,3895340,1,Left Center Back,Left Wing Back,10
4,3895340,1,Left Center Back,Goalkeeper,2
4,3895340,1,Left Center Back,Left Wing,5
4,3895340,1,Left Center Back,Right Wing,1
4,3895340,1,Left Center Back,Right Center Back,9
4,3895340,1,Left Center Back,Left Defensive Midfield,11
4,3895340,1,Left Center Back,Center Forward,3
4,3895340,1,Left Center Back,Center Back,5
4,3895340,1,Left Center Back,Blocked,1
4,3895340,1,Right Wing Back,Right Center Back,10
4,3895340,1,Right Wing Back,Center Forward,6
4,3895340,1,Right Wing Back,Center Back,4
4,3895340,1,Right Wing Back,Right Wing,3
4,3895340,1,Right Wing Back,Right Defensive Midfield,2
4,3895340,1,Right Wing Back,Left Defensive Midfield,1
4,3895340,1,Right Wing Back,Goalkeeper,1
4,3895340,1,Right Wing Back,Left Center Back,1
4,3895340,1,Left Wing Back,Left Center Back,6
4,3895340,1,Left Wing Back,Right Wing,3
4,3895340,1,Left Wing Back,Left Defensive Midfield,7
4,3895340,1,Left Wing Back,Center Forward,5
4,3895340,1,Left Wing Back,Left Wing,4
4,3895340,1,Right Wing,Center Forward,1
4,3895340,1,Right Wing,Right Center Back,3
4,3895340,1,Right Wing,Left Wing,1
4,3895340,1,Right Wing,Center Back,2
4,3895340,1,Right Wing,Left Defensive Midfield,2
4,3895340,1,Right Wing,Right Wing Back,1
4,3895340,1,Right Wing,Left Wing Back,1
4,3895340,1,Center Forward,Left Defensive Midfield,1
4,3895340,1,Center Forward,Off T,1
4,3895340,1,Center Forward,Left Center Back,3
4,3895340,1,Center Forward,Center Back,2
4,3895340,1,Center Forward,Right Wing Back,1
4,3895340,1,Center Forward,Left Wing Back,1
4,3895340,1,Center Forward,Goal,1
4,3895340,1,Center Forward,Right Center Back,1
4,3895340,1,Center Forward,Right Defensive Midfield,1
4,3895340,1,Center Forward,Right Wing,1
4,3895340,1,Goalkeeper,Center Back,4
4,3895340,1,Goalkeeper,Left Center Back,4
4,3895340,1,Goalkeeper,Left Defensive Midfield,2
4,3895340,1,Goalkeeper,Center Forward,1
4,3895340,1,Goalkeeper,Left Wing,2
4,3895340,1,Goalkeeper,Right Defensive Midfield,2
4,3895340,1,Goalkeeper,Right Wing Back,1
4,3895340,1,Goalkeeper,Left Wing Back,1
4,3895340,1,Right Center Back,Right Wing,6
4,3895340,1,Right Center Back,Center Forward,3
4,3895340,1,Right Center Back,Goalkeeper,2
4,3895340,1,Right Center Back,Left Center Back,8
4,3895340,1,Right Center Back,Left Defensive Midfield,3
4,3895340,1,Right Center Back,Center Back,9
4,3895340,1,Right Center Back,Right Defensive Midfield,3
4,3895340,1,Right Center Back,Right Wing Back,5
4,3895340,1,Right Center Back,Left Wing,1
4,3895340,1,Right Center Back,Off T,1
4,3895340,1,Left Wing,Right Wing,1
4,3895340,1,Left Wing,Left Wing Back,1
4,3895340,1,Left Wing,Left Center Back,4
4,3895340,1,Left Wing,Right Wing Back,1
4,3895340,1,Left Wing,Left Defensive Midfield,3
4,3895340,1,Left Wing,Off T,1
4,3895340,1,Left Wing,Center Forward,1
4,3895340,1,Left Wing,Wayward,1
4,3895340,1,Left Wing,Goal,1
4,3895340,2,Center Forward,Right Defensive Midfield,1
4,3895340,2,Center Forward,Left Defensive Midfield,2
4,3895340,2,Center Forward,Blocked,1
4,3895340,2,Center Forward,Off T,1
4,3895340,2,Center Forward,Right Center Back,2
4,3895340,2,Center Forward,Left Center Back,1
4,3895340,2,Right Defensive Midfield,Left Center Back,12
4,3895340,2,Right Defensive Midfield,Left Defensive Midfield,8
4,3895340,2,Right Defensive Midfield,Right Wing,3
4,3895340,2,Right Defensive Midfield,Center Forward,1
4,3895340,2,Right Defensive Midfield,Right Center Back,4
4,3895340,2,Right Defensive Midfield,Left Wing,1
4,3895340,2,Right Defensive Midfield,Off T,1
4,3895340,2,Right Defensive Midfield,Right Wing Back,3
4,3895340,2,Right Defensive Midfield,Center Back,2
4,3895340,2,Left Center Back,Right Center Back,8
4,3895340,2,Left Center Back,Left Defensive Midfield,10
4,3895340,2,Left Center Back,Center Back,8
4,3895340,2,Left Center Back,Left Wing,3
4,3895340,2,Left Center Back,Right Defensive Midfield,4
4,3895340,2,Left Center Back,Left Wing Back,4
4,3895340,2,Left Center Back,Right Wing,1
4,3895340,2,Left Center Back,Blocked,1
4,3895340,2,Left Center Back,Right Wing Back,6
4,3895340,2,Right Center Back,Center Back,7
4,3895340,2,Right Center Back,Right Wing Back,5
4,3895340,2,Right Center Back,Left Defensive Midfield,6
4,3895340,2,Right Center Back,Left Center Back,5
4,3895340,2,Right Center Back,Right Defensive Midfield,6
4,3895340,2,Right Center Back,Right Wing,4
4,3895340,2,Right Center Back,Center Forward,2
4,3895340,2,Right Center Back,Left Wing,1
4,3895340,2,Right Center Back,Left Wing Back,2
4,3895340,2,Right Center Back,Goalkeeper,1
4,3895340,2,Right Center Back,Goal,1
4,3895340,2,Center Back,Left Defensive Midfield,6
4,3895340,2,Center Back,Left Center Back,5
4,3895340,2,Center Back,Center Forward,1
4,3895340,2,Center Back,Right Center Back,2
4,3895340,2,Center Back,Right Wing Back,5
4,3895340,2,Center Back,Right Defensive Midfield,3
4,3895340,2,Center Back,Right Wing,1
4,3895340,2,Center Back,Left Wing Back,1
4,3895340,2,Center Back,Off T,1
4,3895340,2,Left Defensive Midfield,Right Center Back,3
4,3895340,2,Left Defensive Midfield,Left Center Back,10
4,3895340,2,Left Defensive Midfield,Right Wing,2
4,3895340,2,Left Defensive Midfield,Left Wing Back,6
4,3895340,2,Left Defensive Midfield,Blocked,1
4,3895340,2,Left Defensive Midfield,Right Defensive Midfield,7
4,3895340,2,Left Defensive Midfield,Left Wing,2
4,3895340,2,Left Defensive Midfield,Goalkeeper,1
4,3895340,2,Left Defensive Midfield,Right Wing Back,11
4,3895340,2,Left Defensive Midfield,Center Forward,1
4,3895340,2,Left Defensive Midfield,Saved,1
4,3895340,2,Left Defensive Midfield,Center Back,1
4,3895340,2,Left Defensive Midfield,Off T,1
4,3895340,2,Right Wing Back,Right Center Back,5
4,3895340,2,Right Wing Back,Right Defensive Midfield,2
4,3895340,2,Right Wing Back,Goalkeeper,4
4,3895340,2,Right Wing Back,Right Wing,4
4,3895340,2,Right Wing Back,Center Back,1
4,3895340,2,Right Wing Back,Right Wing Back,3
4,3895340,2,Right Wing Back,Left Defensive Midfield,1
4,3895340,2,Right Wing Back,Off T,1
4,3895340,2,Left Wing Back,Right Defensive Midfield,2
4,3895340,2,Left Wing Back,Goalkeeper,1
4,3895340,2,Left Wing Back,Left Wing,2
4,3895340,2,Left Wing Back,Center Forward,1
4,3895340,2,Left Wing Back,Left Center Back,2
4,3895340,2,Left Wing Back,Right Wing,2
4,3895340,2,Left Wing Back,Left Defensive Midfield,9
4,3895340,2,Left Wing Back,Right Center Back,3
4,3895340,2,Left Wing Back,Center Back,1
4,3895340,2,Left Wing Back,Goal,1
4,3895340,2,Goalkeeper,Right Center Back,3
4,3895340,2,Goalkeeper,Center Back,1
4,3895340,2,Goalkeeper,Left Center Back,3
4,3895340,2,Goalkeeper,Right Wing Back,1
4,3895340,2,Goalkeeper,Left Defensive Midfield,1
4,3895340,2,Right Wing,Right Center Back,3
4,3895340,2,Right Wing,Center Forward,1
4,3895340,2,Right Wing,Right Wing Back,3
4,3895340,2,Right Wing,Right Defensive Midfield,4
4,3895340,2,Right Wing,Left Defensive Midfield,2
4,3895340,2,Right Wing,Left Wing,1
4,3895340,2,Right Wing,Left Wing Back,2
4,3895340,2,Right Wing,Blocked,1
4,3895340,2,Right Wing,Left Center Back,1
4,3895340,2,Right Wing,Saved,1
4,3895340,2,Right Wing,Center Back,1
4,3895340,2,Left Wing,Left Center Back,3
4,3895340,2,Left Wing,Post,1
4,3895340,2,Left Wing,Left Defensive Midfield,6
4,3895340,2,Left Wing,Right Center Back,1
4,3895340,2,Left Wing,Blocked,1
4,3895340,2,Left Wing,Saved,2
4,3895340,2,Left Wing,Goal,1
4,3895340,2,Left Wing,Right Wing Back,3
4,3895340,2,Left Wing,Off T,1
5,3895348,1,Center Forward,Right Center Back,4
5,3895348,1,Center Forward,Right Defensive Midfield,2
5,3895348,1,Center Forward,Goal,1
5,3895348,1,Center Forward,Center Back,1
5,3895348,1,Center Forward,Left Attacking Midfield,2
5,3895348,1,Center Forward,Wayward,1
5,3895348,1,Center Forward,Left Wing Back,2
5,3895348,1,Center Forward,Right Attacking Midfield,2
5,3895348,1,Center Forward,Right Wing Back,2
5,3895348,1,Center Forward,Left Defensive Midfield,1
5,3895348,1,Right Center Back,Left Wing Back,2
5,3895348,1,Right Center Back,Right Attacking Midfield,14
5,3895348,1,Right Center Back,Center Back,16
5,3895348,1,Right Center Back,Left Defensive Midfield,7
5,3895348,1,Right Center Back,Right Wing Back,8
5,3895348,1,Right Center Back,Right Defensive Midfield,11
5,3895348,1,Right Center Back,Goalkeeper,5
5,3895348,1,Right Center Back,Center Forward,7
5,3895348,1,Right Center Back,Left Attacking Midfield,1
5,3895348,1,Left Wing Back,Left Defensive Midfield,10
5,3895348,1,Left Wing Back,Left Attacking Midfield,9
5,3895348,1,Left Wing Back,Left Center Back,8
5,3895348,1,Left Wing Back,Right Defensive Midfield,4
5,3895348,1,Left Wing Back,Center Back,2
5,3895348,1,Left Wing Back,Right Attacking Midfield,1
5,3895348,1,Left Wing Back,Center Forward,1
5,3895348,1,Left Defensive Midfield,Right Center Back,5
5,3895348,1,Left Defensive Midfield,Left Center Back,14
5,3895348,1,Left Defensive Midfield,Right Defensive Midfield,7
5,3895348,1,Left Defensive Midfield,Center Back,7
5,3895348,1,Left Defensive Midfield,Left Wing Back,9
5,3895348,1,Left Defensive Midfield,Right Wing Back,2
5,3895348,1,Left Defensive Midfield,Left Attacking Midfield,2
5,3895348,1,Left Defensive Midfield,Right Attacking Midfield,3
5,3895348,1,Left Defensive Midfield,Left Defensive Midfield,2
5,3895348,1,Left Defensive Midfield,Off T,1
5,3895348,1,Right Attacking Midfield,Left Center Back,3
5,3895348,1,Right Attacking Midfield,Right Defensive Midfield,8
5,3895348,1,Right Attacking Midfield,Right Center Back,10
5,3895348,1,Right Attacking Midfield,Goalkeeper,1
5,3895348,1,Right Attacking Midfield,Right Wing Back,6
5,3895348,1,Right Attacking Midfield,Center Forward,4
5,3895348,1,Right Attacking Midfield,Left Attacking Midfield,2
5,3895348,1,Right Attacking Midfield,Left Defensive Midfield,3
5,3895348,1,Right Attacking Midfield,Saved,1
5,3895348,1,Right Attacking Midfield,Center Back,1
5,3895348,1,Left Center Back,Left Wing Back,15
5,3895348,1,Left Center Back,Left Defensive Midfield,5
5,3895348,1,Left Center Back,Goalkeeper,3
5,3895348,1,Left Center Back,Center Forward,1
5,3895348,1,Left Center Back,Right Center Back,11
5,3895348,1,Left Center Back,Center Back,11
5,3895348,1,Left Center Back,Left Attacking Midfield,5
5,3895348,1,Left Center Back,Right Defensive Midfield,5
5,3895348,1,Left Center Back,Right Attacking Midfield,1
5,3895348,1,Center Back,Goalkeeper,1
5,3895348,1,Center Back,Left Wing Back,2
5,3895348,1,Center Back,Left Defensive Midfield,10
5,3895348,1,Center Back,Left Center Back,11
5,3895348,1,Center Back,Right Center Back,15
5,3895348,1,Center Back,Right Defensive Midfield,4
5,3895348,1,Center Back,Right Attacking Midfield,5
5,3895348,1,Center Back,Wayward,1
5,3895348,1,Center Back,Center Forward,1
5,3895348,1,Center Back,Right Wing Back,1
5,3895348,1,Goalkeeper,Right Center Back,2
5,3895348,1,Goalkeeper,Center Back,3
5,3895348,1,Goalkeeper,Left Center Back,4
5,3895348,1,Goalkeeper,Left Defensive Midfield,1
5,3895348,1,Right Defensive Midfield,Left Defensive Midfield,5
5,3895348,1,Right Defensive Midfield,Center Forward,2
5,3895348,1,Right Defensive Midfield,Right Wing Back,3
5,3895348,1,Right Defensive Midfield,Right Center Back,8
5,3895348,1,Right Defensive Midfield,Right Attacking Midfield,5
5,3895348,1,Right Defensive Midfield,Center Back,8
5,3895348,1,Right Defensive Midfield,Left Center Back,9
5,3895348,1,Right Defensive Midfield,Left Attacking Midfield,7
5,3895348,1,Right Defensive Midfield,Left Wing Back,1
5,3895348,1,Right Defensive Midfield,Goal,1
5,3895348,1,Right Defensive Midfield,Right Defensive Midfield,2
5,3895348,1,Left Attacking Midfield,Left Center Back,2
5,3895348,1,Left Attacking Midfield,Center Forward,5
5,3895348,1,Left Attacking Midfield,Left Defensive Midfield,4
5,3895348,1,Left Attacking Midfield,Right Defensive Midfield,2
5,3895348,1,Left Attacking Midfield,Right Center Back,1
5,3895348,1,Left Attacking Midfield,Right Wing Back,5
5,3895348,1,Left Attacking Midfield,Left Wing Back,1
5,3895348,1,Left Attacking Midfield,Right Attacking Midfield,2
5,3895348,1,Right Wing Back,Right Center Back,8
5,3895348,1,Right Wing Back,Right Attacking Midfield,6
5,3895348,1,Right Wing Back,Right Defensive Midfield,4
5,3895348,1,Right Wing Back,Left Attacking Midfield,4
5,3895348,1,Right Wing Back,Center Forward,3
5,3895348,1,Right Wing Back,Left Defensive Midfield,1
5,3895348,1,Right Wing Back,Blocked,1
5,3895348,2,Center Forward,Right Defensive Midfield,2
5,3895348,2,Center Forward,Left Defensive Midfield,1
5,3895348,2,Center Forward,Left Center Back,1
5,3895348,2,Center Forward,Blocked,1
5,3895348,2,Center Forward,Off T,1
5,3895348,2,Center Forward,Right Center Back,1
5,3895348,2,Center Forward,Left Wing Back,1
5,3895348,2,Right Defensive Midfield,Left Center Back,3
5,3895348,2,Right Defensive Midfield,Right Center Back,6
5,3895348,2,Right Defensive Midfield,Center Back,9
5,3895348,2,Right Defensive Midfield,Left Attacking Midfield,3
5,3895348,2,Right Defensive Midfield,Left Wing Back,4
5,3895348,2,Right Defensive Midfield,Goalkeeper,1
5,3895348,2,Right Defensive Midfield,Right Wing Back,4
5,3895348,2,Right Defensive Midfield,Right Attacking Midfield,5
5,3895348,2,Right Defensive Midfield,Saved,1
5,3895348,2,Right Defensive Midfield,Right Defensive Midfield,4
5,3895348,2,Right Defensive Midfield,Blocked,1
5,3895348,2,Left Center Back,Center Back,5
5,3895348,2,Left Center Back,Goalkeeper,2
5,3895348,2,Left Center Back,Right Attacking Midfield,3
5,3895348,2,Left Center Back,Right Defensive Midfield,8
5,3895348,2,Left Center Back,Left Defensive Midfield,5
5,3895348,2,Left Center Back,Right Center Back,5
5,3895348,2,Left Center Back,Left Wing Back,5
5,3895348,2,Center Back,Right Defensive Midfield,10
5,3895348,2,Center Back,Left Defensive Midfield,4
5,3895348,2,Center Back,Right Center Back,6
5,3895348,2,Center Back,Center Forward,1
5,3895348,2,Center Back,Left Center Back,6
5,3895348,2,Center Back,Right Wing Back,2
5,3895348,2,Right Center Back,Center Back,5
5,3895348,2,Right Center Back,Right Wing Back,11
5,3895348,2,Right Center Back,Right Attacking Midfield,5
5,3895348,2,Right Center Back,Right Defensive Midfield,12
5,3895348,2,Right Center Back,Left Defensive Midfield,2
5,3895348,2,Right Center Back,Goalkeeper,2
5,3895348,2,Right Center Back,Left Attacking Midfield,3
5,3895348,2,Right Center Back,Left Center Back,2
5,3895348,2,Right Center Back,Left Wing Back,2
5,3895348,2,Left Defensive Midfield,Center Back,3
5,3895348,2,Left Defensive Midfield,Left Center Back,6
5,3895348,2,Left Defensive Midfield,Right Defensive Midfield,6
5,3895348,2,Left Defensive Midfield,Left Wing Back,3
5,3895348,2,Left Defensive Midfield,Left Attacking Midfield,3
5,3895348,2,Left Defensive Midfield,Center Forward,1
5,3895348,2,Left Defensive Midfield,Right Attacking Midfield,6
5,3895348,2,Left Defensive Midfield,Left Defensive Midfield,1
5,3895348,2,Left Defensive Midfield,Saved,1
5,3895348,2,Left Defensive Midfield,Right Center Back,2
5,3895348,2,Left Defensive Midfield,Blocked,1
5,3895348,2,Left Defensive Midfield,Right Wing Back,3
5,3895348,2,Goalkeeper,Right Center Back,4
5,3895348,2,Goalkeeper,Center Back,2
5,3895348,2,Goalkeeper,Left Center Back,3
5,3895348,2,Goalkeeper,Left Defensive Midfield,1
5,3895348,2,Goalkeeper,Right Defensive Midfield,1
5,3895348,2,Goalkeeper,Right Wing Back,1
5,3895348,2,Right Attacking Midfield,Right Defensive Midfield,7
5,3895348,2,Right Attacking Midfield,Saved,1
5,3895348,2,Right Attacking Midfield,Right Center Back,6
5,3895348,2,Right Attacking Midfield,Left Defensive Midfield,3
5,3895348,2,Right Attacking Midfield,Off T,1
5,3895348,2,Right Attacking Midfield,Left Attacking Midfield,1
5,3895348,2,Right Attacking Midfield,Blocked,1
5,3895348,2,Right Attacking Midfield,Right Wing Back,2
5,3895348,2,Right Attacking Midfield,Left Wing Back,1
5,3895348,2,Right Attacking Midfield,Left Center Back,2
5,3895348,2,Left Attacking Midfield,Left Wing Back,5
5,3895348,2,Left Attacking Midfield,Left Center Back,3
5,3895348,2,Left Attacking Midfield,Right Defensive Midfield,5
5,3895348,2,Left Attacking Midfield,Right Attacking Midfield,4
5,3895348,2,Left Attacking Midfield,Center Forward,1
5,3895348,2,Left Attacking Midfield,Left Defensive Midfield,1
5,3895348,2,Left Attacking Midfield,Right Wing Back,2
5,3895348,2,Left Attacking Midfield,Saved,2
5,3895348,2,Left Attacking Midfield,Blocked,1
5,3895348,2,Left Attacking Midfield,Off T,1
5,3895348,2,Left Wing Back,Left Attacking Midfield,2
5,3895348,2,Left Wing Back,Left Center Back,9
5,3895348,2,Left Wing Back,Right Defensive Midfield,6
5,3895348,2,Left Wing Back,Right Attacking Midfield,1
5,3895348,2,Right Wing Back,Right Center Back,7
5,3895348,2,Right Wing Back,Left Defensive Midfield,2
5,3895348,2,Right Wing Back,Right Defensive Midfield,5
5,3895348,2,Right Wing Back,Right Attacking Midfield,1
5,3895348,2,Right Wing Back,Center Back,1
6,3895286,1,Right Wing Back,Right Defensive Midfield,2
6,3895286,1,Right Wing Back,Center Forward,2
6,3895286,1,Right Wing Back,Right Center Back,6
6,3895286,1,Right Wing Back,Left Center Back,1
6,3895286,1,Right Wing Back,Left Defensive Midfield,4
6,3895286,1,Right Wing Back,Right Attacking Midfield,3
6,3895286,1,Right Wing Back,Left Attacking Midfield,3
6,3895286,1,Right Wing Back,Center Back,2
6,3895286,1,Right Defensive Midfield,Right Wing Back,1
6,3895286,1,Right Defensive Midfield,Left Defensive Midfield,8
